cell	drug	sensitivity	cell-drug-pair	G27_targeted	G27_essential	G24_targeted	G24_essential	G25_targeted	G25_essential	G22_targeted	G22_essential	G23_targeted	G23_essential	G21_targeted	G21_essential	G54_targeted	G54_essential	G28_targeted	G28_essential	G40_targeted	G40_essential	G86_targeted	G86_essential	G42_targeted	G42_essential	G69_targeted	G69_essential	G44_targeted	G44_essential	G47_targeted	G47_essential	G49_targeted	G49_essential	G60_targeted	G60_essential	G67_targeted	G67_essential	G100_targeted	G100_essential	G101_targeted	G101_essential	G102_targeted	G102_essential	G103_targeted	G103_essential	G104_targeted	G104_essential	G105_targeted	G105_essential	G106_targeted	G106_essential	G0_targeted	G0_essential	G108_targeted	G108_essential	G109_targeted	G109_essential	G124_targeted	G124_essential	G125_targeted	G125_essential	G122_targeted	G122_essential	G123_targeted	G123_essential	G9_targeted	G9_essential	G96_targeted	G96_essential	G94_targeted	G94_essential	G93_targeted	G93_essential	G149_targeted	G149_essential	G76_targeted	G76_essential	G146_targeted	G146_essential	G118_targeted	G118_essential	G140_targeted	G140_essential	G141_targeted	G141_essential	G142_targeted	G142_essential	G32_targeted	G32_essential	G34_targeted	G34_essential	G37_targeted	G37_essential	G138_targeted	G138_essential	G38_targeted	G38_essential	G52_targeted	G52_essential	G77_targeted	G77_essential	G50_targeted	G50_essential	G59_targeted	G59_essential	G55_targeted	G55_essential	G18_targeted	G18_essential	G17_targeted	G17_essential	G16_targeted	G16_essential	G15_targeted	G15_essential	G14_targeted	G14_essential	G79_targeted	G79_essential	G116_targeted	G116_essential	G112_targeted	G112_essential	G117_targeted	G117_essential	G128_targeted	G128_essential	G115_targeted	G115_essential	G114_targeted	G114_essential	G130_targeted	G130_essential	G74_targeted	G74_essential	G107_targeted	G107_essential	G137_targeted	G137_essential	G84_targeted	G84_essential	G126_targeted	G126_essential	G6_targeted	G6_essential	G43_targeted	G43_essential	G80_targeted	G80_essential	G83_targeted	G83_essential	G1_targeted	G1_essential	G89_targeted	G89_essential	G151_targeted	G151_essential
C1	D19	0.700171379606	C1D19	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	1	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D3	0.104970008569	C1D3	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	1	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	1	0.516751845542	0	0.0115464698088	1	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	1	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	1	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	1	0.862578080636	1	0.258754495552	0	0.149157675563	1	0.851978042779	0	0.218057921635	1	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D21	0.514867180805	C1D21	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	1	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D2	0.335261353899	C1D2	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	1	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	1	0.339769070604	1	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	1	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D20	0.460497000857	C1D20	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	1	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D8	0.384447300771	C1D8	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	1	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	1	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D9	0.48911739503	C1D9	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	1	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D22	0.0799485861183	C1D22	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	1	0.790838538709	1	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D7	0.311996572408	C1D7	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	1	0.340336929775	0	0.922392579973	1	0.887185311376	0	0.514291122468	0	0.571171682756	0	0.455423055082	1	0.339769070604	0	0.192504258944	0	0.272761688435	0	0.108271815256	0	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	1	0.0115464698088	0	0.113571834185	0	0.278250993754	0	0.280711716828	0	0.735566912739	0	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	1	0.0764717016846	0	0.989210675752	1	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	0	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	1	0.058868067386	1	0.664963089154	0	0.785917092561	0	0.534166193451	0	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	0	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
C1	D17	0.959725792631	C1D17	0	0.918228279387	0	0.84043157297	0	0.518644709445	0	0.596819988643	0	0.695248911603	0	0.949460533788	0	0.340336929775	0	0.922392579973	0	0.887185311376	0	0.514291122468	0	0.571171682756	1	0.455423055082	0	0.339769070604	0	0.192504258944	0	0.272761688435	1	0.108271815256	1	0.493848192315	0	0.972174900625	0	0.979935642627	0	0.228657959493	0	0.670830967253	0	0.818474351694	0	0.950406965739	0	0.640923717585	0	0.516751845542	0	0.0115464698088	0	0.113571834185	1	0.278250993754	1	0.280711716828	1	0.735566912739	1	0.682377437062	0	0.546848381601	0	0.839485141018	0	0.217679348855	0	0.183607798599	0	0.646602309294	0	0.0764717016846	0	0.989210675752	0	0.540412644331	0	0.0323679727428	0	0.266704523945	0	0.102403937157	0	0.670073821692	0	0.862578080636	0	0.258754495552	0	0.149157675563	0	0.851978042779	0	0.218057921635	0	0.199697141776	0	0.234336551202	1	0.888131743328	0	0.897785349233	0	0.413590762824	0	0.583948514102	0	0.833049403748	0	0.151618398637	0	0.624455801628	0	0.058868067386	0	0.664963089154	0	0.785917092561	0	0.534166193451	1	0.465833806549	0	0.790838538709	0	0.968957031989	0	0.977474919553	0	0.580541359076	0	0.178875638842	0	0.758659852357	0	0.405830020822	1	0.59530569752	0	0.181525648306	0	0.0528109028961	0	0.396554987696	0	0.300965360591	0	0.96308915389	0	0.588112814689	0	0.390119250426
