C0	D0	0.749075475791
C0	D1	0.27623359672
C0	D2	0.739381935578
C0	D3	0.00384659973537
C0	D4	0.313893228706
C0	D5	0.275313284771
C0	D6	0.114837831678
C0	D7	0.494955723357
C0	D8	0.349033673445
C0	D9	0.621085366812
C1	D0	0.505200034637
C1	D1	0.613519959432
C1	D2	0.998725487108
C1	D3	0.777333648447
C1	D4	0.937286853547
C1	D5	0.945152124207
C1	D6	0.87924514906
C1	D7	0.477616821759
C1	D8	0.518121004566
C1	D9	0.780144391001
C2	D0	0.653761339217
C2	D1	0.829583027889
C2	D2	0.718592397257
C2	D3	0.409939824651
C2	D4	0.992707320628
C2	D5	0.117864912025
C2	D6	0.946101360625
C2	D7	0.285901509057
C2	D8	0.0118779428576
C2	D9	0.847838759088
C3	D0	0.0234350217078
C3	D1	0.208070911913
C3	D2	0.292582649023
C3	D3	0.173057445741
C3	D4	0.42579485541
C3	D5	0.308508373351
C3	D6	0.15754031451
C3	D7	0.276112604374
C3	D8	0.713401538655
C3	D9	0.33876546115
C4	D0	0.794531469277
C4	D1	0.0892509940313
C4	D2	0.113414691716
C4	D3	0.73588514981
C4	D4	0.283771934363
C4	D5	0.293590627724
C4	D6	0.319578838923
C4	D7	0.496004855952
C4	D8	0.372040151114
C4	D9	0.70738938845
C5	D0	0.899390206296
C5	D1	0.333990078113
C5	D2	0.1744439008
C5	D3	0.216876499773
C5	D4	0.818872962319
C5	D5	0.28435070024
C5	D6	0.431247023979
C5	D7	0.0558112784783
C5	D8	0.932120597461
C5	D9	0.535701324452
C6	D0	0.793450822844
C6	D1	0.452809300774
C6	D2	0.274775737839
C6	D3	0.841347150871
C6	D4	0.436215158737
C6	D5	0.0875966560183
C6	D6	0.996091219225
C6	D7	0.958646675619
C6	D8	0.105943217344
C6	D9	0.592136940975
C7	D0	0.150044463272
C7	D1	0.140494599994
C7	D2	0.836240172639
C7	D3	0.584673927685
C7	D4	0.354809901296
C7	D5	0.547866602795
C7	D6	0.150296440217
C7	D7	0.853781007188
C7	D8	0.244856440746
C7	D9	0.00247038785561
C8	D0	0.78926038528
C8	D1	0.355714186163
C8	D2	0.716109121592
C8	D3	0.56306669834
C8	D4	0.536724694039
C8	D5	0.425213608501
C8	D6	0.787518866857
C8	D7	0.824035515145
C8	D8	0.910739532608
C8	D9	0.375575280255
C9	D0	0.0752695240482
C9	D1	0.450673990697
C9	D2	0.0142684884374
C9	D3	0.803738578532
C9	D4	0.276267919606
C9	D5	0.349096512206
C9	D6	0.920493156002
C9	D7	0.184093412097
C9	D8	0.293284641969
C9	D9	0.0330957857427
